psraid,sample,form,int_date,lang,state,cregion,density,usr,pial1a,pial1b,pial2a,pial2b,pial2c,pial2d,pial2e,pial3a,pial3b,pial3c,pial3d,pial4a,pial4b,pial4c,pial5,relig,chr,born,attend,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,ideo,raceos,pial5os,religos,zipcode,weight,standwt
101165,1,1,21714,1,42,1,4,S,8, ,4,4,4,4,3,8,2,2,2,2,2,2,97,1, ,2,5,1, , ,2,2,2,2,61,4,2,1,5,2,1,2, ,3, , , ,15218,2.76666666666667,.847751112199502
101173,1,1,21714,1,6,4,2,S,1, ,3,1,2,4,2,2,2,1,2,2,1,1,7,11,1,1,4,1, , ,1,3,2,2,68,4,2,1,3,1,1,3,9,3, , ,UKRANIAN BIZANTINE CATHOLIC,95388,1,.306416064650422
101176,1,2,21714,1,36,1,5,U, ,8,4,2,4,4,5,2,2,3,3,2,1,1,97,12, , ,4,1, , ,1,3,2,2,55,8,1,4,1,1,1,4,2,3, , , ,11213,1.1,.337057671115465
101178,1,1,21714,1,1,3,1,S,1, ,3,3,4,3,4,2,2,3,2,2,2,2,98,1, ,1,2,1, , ,1,3,2,1,75,4,2,1,99,9,1,1, ,3, , , ,36066,1.16666666666667,.357485408758826
101188,1,2,21714,1,6,4,2,U, ,8,2,1,3,3,8,8,8,8,2,2,1,2,2,1, ,2,2,1, , ,1,3,2,2,69,8,2,9,99,9,2,2, ,3, , , ,92503,1,.306416064650422
101191,1,2,21714,1,41,4,1,R, ,8,2,5,8,5,5,2,8,1,3,8,2,2,98,2, ,2,5,2,2, ,3,3,2,2,67,4,1,1,99,9,9,4,9,1, , , ,97466,2.83333333333333,.868178849842864
101201,1,2,21714,1,47,3,3,S, ,2,2,2,4,4,1,2,2,8,1,2,2,2,98,1, ,1,5,1, , ,6,1,2,2,66,4,2,1,6,3,1,2, ,2, , , ,37920,2.76666666666667,.847751112199502
101204,1,2,21714,1,49,4,1,R, ,2,4,2,4,4,2,1,8,2,2,2,2,2,7,1, ,2,6,1, , ,1,3,2,2,46,3,2,1,1,1,3,4,9,8, , , ,84624,2.36666666666667,.725184686339333
101205,1,2,21714,1,51,3,1,S, ,2,4,8,3,4,2,2,2,8,8,8,1,8,98,1, ,1,2,2,2, ,2,3,2,2,66,3,2,2,1,1,1,3,9,3, , , ,23921,3.86666666666667,1.18480878331497
101206,1,1,21714,1,37,3,1,S,2, ,2,8,4,4,2,2,2,8,2,2,2,2,98,1, ,1,1,2,2, ,1,3,2,2,72,2,2,1,1,1,1,1, ,2, , , ,28779,2.13333333333333,.653687604587568
200008,2,2,21314,1,13,3,1,R, ,2,1,2,2,4,4,3,3,1,1,1,2,2,98,1, ,1,1, , ,2,2,1,1,1,35,5,2,4,4,2,1,1, ,3, , , ,31764,5.26666666666667,1.61379127382556
200011,2,2,21314,1,48,3,3,U, ,2,2,1,1,4,1,3,3,3,3,2,1,2,5,2, ,2,6, , ,2,2,1,2,2,66,3,1,1,7,4,1,2, ,5, , , ,78550,3.53333333333333,1.08267009509816
200017,2,2,21314,1,42,1,2,R, ,1,5,8,5,4,2,2,2,1,2,2,2,2,98,2, ,2,2, , ,1,2,3,2,1,67,2,2,4,99,9,1,9,9,2, , , ,18330,1.8,.55154891637076
200020,2,1,21314,1,37,3,3,S,2, ,2,2,3,3,2,1,2,2,2,2,1,2,97,10, , ,6, , ,2,1,1,2,1,26,3,2,1,4,2,3,3,9,3, , , ,28310,7.46666666666667,2.28790661605649
200023,2,1,21714,1,34,1,2,S,8, ,1,5,2,4,2,2,2,1,2,2,2,2,97,9, , ,6, , ,2,3,3,1,2,23,3,1,1,3,1,1,3,9,2, , , ,08069,3.8,1.16438104567161
200038,2,2,21314,1,49,4,4,S, ,2,2,2,4,4,4,2,1,1,1,2,2,1,98,3, ,2,1, , ,1,3,1,2,1,30,4,2,1,9,4,1,3,2,3, , , ,84065,5.33333333333333,1.63421901146892
200039,2,2,21314,1,49,4,4,S, ,2,2,2,2,3,3,1,3,1,2,2,1,2,98,9, , ,6, , ,1,2,3,2,1,75,3,2,1,5,2,1,2, ,8, , , ,84124,2.26666666666667,.694543079874291
200041,2,2,21314,1,39,2,2,R, ,2,2,2,3,3,3,2,2,2,2,2,2,2,97,13, ,2,1, , ,2,2,2,1,2,47,6,2,1,7,4,1,3,9,3, , , ,44663,4.23333333333333,1.29716134035345
200055,2,1,21314,1,19,2,1,R,2, ,3,2,3,4,3,2,2,2,2,2,2,2,98,1, ,1,1, , ,1,2,2,2,2,67,3,2,1,6,3,1,1, ,2, , , ,51201,2.1,.643473735765887
200058,2,2,21314,1,25,1,4,S, ,2,2,2,2,3,2,2,2,8,1,2,2,2,5,1, ,8,4, , ,2,1,1,2,1,54,6,2,1,4,2,1,3,1,3, , , ,02368,3.23333333333333,.990745275703033
200059,2,1,21314,1,17,2,1,R,1, ,2,2,3,4,3,2,1,2,2,2,2,2,98,1, ,2,5, , ,2,2,1,1,1,44,5,2,1,99,9,1,9,9,4, , , ,62681,5.73333333333333,1.75678543732909
200060,2,1,21314,1,8,4,1,R,2, ,4,2,3,4,2,2,2,2,2,2,2,2,7,1, ,2,5, , ,2,2,3,2,2,49,3,2,1,1,1,3,3,1,3, , , ,80737,6.56666666666667,2.01213215787111
200069,2,1,21314,1,51,3,5,S,1, ,3,2,2,4,2,2,1,1,1,2,1,1,6,1, ,1,2, , ,2,4,3,2,2,21,3,2,4,3,1,1,2, ,3, , , ,22003,6.9,2.11427084608791
200072,2,2,21314,1,26,2,2,S, ,1,2,3,2,4,3,1,2,1,2,2,1,1,98,9, , ,6, , ,1,1,3,2,1,69,6,2,1,99,9,1,2, ,4, , , ,49050,1,.306416064650422
200076,2,2,21314,1,37,3,2,R, ,1,2,2,3,4,3,2,2,2,2,2,1,2,2,1, ,1,1, , ,1,3,3,2,2,25,6,2,1,99,9,1,1, ,2, , , ,99999,6,1.83849638790253
200077,2,1,21314,1,34,1,4,S,1, ,2,1,3,3,3,2,2,2,2,2,1,2,6,1, ,2,2, , ,2,2,2,1,2,38,5,2,1,6,3,1,9,9,3, , , ,07005,7.46666666666667,2.28790661605649
200085,2,1,21314,1,12,3,4,U,1, ,4,1,2,4,3,2,1,1,1,1,1,1,6,2, ,2,5, , ,2,2,1,2,1,35,8,1,1,8,4,1,2, ,3, , , ,33134,3.43333333333333,1.05202848863312
200086,2,2,21314,1,48,3,1,S, ,2,2,2,4,4,4,2,2,2,2,2,2,1,97,11,1,2,3, , ,2,3,1,2,2,53,2,2,1,99,9,1,1, ,2, , ,CATHOLIC,78009,7.46666666666667,2.28790661605649
200092,2,1,21314,1,17,2,5,S,1, ,2,2,4,4,1,2,2,1,2,2,2,1,98,2, ,2,2, , ,1,2,3,2,2,65,8,2,1,6,3,1,2, ,4, , , ,60154,1.7,.520907309905718
200098,2,1,21314,1,48,3,5,S,1, ,2,3,4,4,3,2,2,1,8,2,2,2,2,1, ,2,4, , ,2,6,1,2,1,54,4,2,1,9,4,2,1, ,2, , , ,77095,6.83333333333333,2.09384310844455
200100,2,2,21314,1,29,2,2,R, ,2,4,2,3,4,3,2,3,3,2,2,2,2,97,2, ,8,4, , ,2,3,3,2,2,65,3,2,1,99,9,1,4,9,2, , , ,63628,3.73333333333333,1.14395330802824
200101,2,1,21314,1,40,3,4,S,2, ,3,2,3,4,3,2,2,1,2,2,1,1,98,12, , ,4, , ,2,1,1,2,2,40,6,2,1,6,3,2,3,2,3, , , ,73020,7.46666666666667,2.28790661605649
200104,2,2,21714,1,4,4,3,U, ,2,2,2,3,2,2,1,1,1,1,2,1,2,98,1, ,2,5, , ,1,1,3,2,1,70,6,2,1,5,2,1,3,2,3, , , ,85286,1,.306416064650422
200105,2,1,21314,1,48,3,3,U,1, ,1,2,3,3,3,2,1,1,1,1,1,2,2,10, , ,3, , ,1,4,2,2,1,22,6,1,1,6,3,3,3,2,5, , , ,79936,2.6,.796681768091098
200121,2,2,21314,1,6,4,5,S, ,2,1,3,3,3,2,2,2,2,2,2,2,2,98,2, ,2,3, , ,1,2,3,1,2,51,5,2,1,8,4,1,1, ,2, , , ,92656,4.03333333333333,1.23587812742337
200129,2,2,21314,1,6,4,1,U, ,2,3,2,2,3,2,3,2,2,2,2,2,2,4,12, , ,4, , ,2,3,2,2,1,19,3,2,5,6,3,2,1, ,3, , , ,91709,2.7,.827323374556141
200131,2,2,21314,1,6,4,2,S, ,8,2,2,3,3,3,3,2,2,2,2,8,2,98,13, ,2,4, , ,1,2,1,2,1,57,2,2,1,3,1,3,2, ,4, , , ,92240,2.06666666666667,.633259866944206
200132,2,1,21314,1,53,4,1,U,1, ,1,2,3,3,4,2,2,1,1,2,1,2,2,13, ,1,4, , ,2,3,1,2,2,30,4,2,1,4,2,3,1, ,3, , , ,99336,6.83333333333333,2.09384310844455
200133,2,1,21414,1,24,3,5,U,1, ,2,3,4,4,2,2,2,2,2,1,1,2,6,1, ,2,2, , ,2,3,2,2,2,22,5,1,6,1,1,1,2, ,4,LATINO, , ,21211,6.86666666666667,2.10405697726623
200142,2,1,21414,1,36,1,3,S,1, ,4,3,2,3,3,8,1,1,2,1,1,2,98,2, ,2,5, , ,1,2,3,2,1,72,8,2,1,9,4,1,2, ,4, , , ,12210,1.36666666666667,.418768621688911
200143,2,1,21414,1,36,1,5,S,1, ,2,2,4,4,3,3,2,3,2,2,2,2,98,1, ,1,2, , ,2,3,3,2,1,59,6,2,1,5,2,1,2, ,2, , , ,10801,2.66666666666667,.81710950573446
200145,2,1,21414,1,27,2,1,R,1, ,4,4,4,4,4,2,8,8,8,2,2,2,97,1, ,1,2, , ,1,3,3,2,2,52,3,2,1,99,4,1,1, ,8, , , ,99999,5.23333333333333,1.60357740500388
200148,2,2,21414,1,20,2,3,U, ,2,2,2,3,3,3,2,2,2,2,2,1,2,97,10, , ,5, , ,2,2,1,2,1,21,5,2,1,3,1,3,1, ,2, , , ,67212,5.33333333333333,1.63421901146892
200150,2,2,21414,1,47,3,2,S, ,1,4,1,1,1,1,2,2,2,1,1,1,2,5,1, ,2,5, , ,2,1,2,2,2,34,4,2,1,1,1,2,3,2,3, , , ,37820,7.46666666666667,2.28790661605649
200153,2,2,21514,1,26,2,5,U, ,2,1,2,8,4,8,8,2,1,2,1,2,1,97,13, ,1,4, , ,1,1,1,2,1,62,6,2,2,8,4,1,4,9,2, , , ,48227,1,.306416064650422
200160,2,2,21414,1,17,2,5,U, ,1,2,2,2,4,2,2,2,2,2,2,2,2,2,13, ,2,6, , ,2,3,3,1,2,24,4,2,1,4,2,1,1, ,3, , , ,60540,7.46666666666667,2.28790661605649
200161,2,2,21414,1,48,3,5,S, ,1,2,1,2,3,4,2,1,1,1,2,2,2,97,5, , ,5, , ,2,1,3,2,1,77,5,2,1,2,1,1,3,1,2, , , ,76126,4.56666666666667,1.39930002857026
200168,2,2,21414,1,47,3,2,U, ,2,2,2,4,4,2,2,1,2,2,2,1,2,7,1, ,2,5, , ,1,1,3,2,1,54,6,2,1,5,2,1,1, ,2, , , ,37040,1.2,.367699277580507
200171,2,2,21414,1,45,3,2,R, ,2,8,3,3,4,3,2,3,2,3,2,2,2,98,1, ,1,1, , ,1,2,3,2,1,76,3,2,1,5,2,1,1, ,2, , , ,29848,2.5,.766040161626056
200172,2,2,21414,1,46,2,1,R, ,1,3,2,3,3,2,2,2,2,2,2,2,2,97,12, , ,4, , ,2,1,2,2,2,60,4,2,1,2,1,1,3,2,3, , , ,57732,4.26666666666667,1.30737520917514
200176,2,2,21714,1,4,4,3,U, ,2,1,1,2,3,3,2,2,1,1,2,1,2,98,1, ,2,4, , ,1,2,3,2,1,79,8,2,1,8,4,1,2, ,3, , , ,85020,1.3,.398340884045549
200182,2,1,21414,1,30,4,1,R,1, ,4,1,3,3,3,1,1,1,1,1,1,1,7,9, , ,6, , ,1,2,1,2,1,58,4,2,1,9,4,1,2, ,4, , , ,59457,1.56666666666667,.480051834618995
200190,2,1,21414,1,12,3,3,U,2, ,2,2,2,4,8,2,8,8,1,2,2,1,98,12, , ,5, , ,1,2,3,2,1,78,1,2,5,1,1,3,1, ,2, , , ,32174,2.5,.766040161626056
200199,2,2,21514,1,9,1,4,U, ,1,1,1,1,4,8,2,2,2,2,2,2,2,97,1, ,1,1, , ,2,2,3,2,2,46,3,2,2,3,1,1,2, ,2, , , ,06605,7.13333333333333,2.18576792783968
200200,2,2,21414,1,28,3,2,R, ,1,3,2,4,2,2,2,2,2,2,2,2,2,97,13, ,1,1, , ,2,3,1,2,2,59,6,2,1,6,3,1,1, ,2, , , ,39307,3.7,1.13373943920656
200205,2,1,21414,1,39,2,5,U,1, ,3,2,3,4,2,2,2,2,2,1,1,1,2,1, ,1,1, , ,1,1,3,2,1,77,7,2,1,3,1,1,1, ,2, , , ,43209,1,.306416064650422
200208,2,2,21414,1,39,2,2,R, ,1,2,2,4,4,3,2,2,2,2,2,2,2,98,1, ,2,5, , ,2,1,1,2,1,58,3,2,1,2,1,1,9,9,2, , , ,44663,3.86666666666667,1.18480878331497
200209,2,1,21414,1,36,1,3,S,1, ,2,3,1,4,2,1,1,2,2,2,2,2,6,6, , ,2, , ,2,5,3,2,1,23,3,2,2,99,9,3,2, ,2, , , ,14215,3.9,1.19502265213665
200226,2,2,21414,1,37,3,4,S, ,2,2,3,4,4,4,2,2,2,2,2,1,2,97,12, , ,1, , ,1,2,2,2,2,50,6,2,1,6,3,1,1, ,1, , , ,27502,3.03333333333333,.929462062772948
200232,2,2,21414,1,6,4,5,U, ,2,1,2,2,2,2,1,1,3,1,2,1,1,98,2, ,1,2, , ,2,5,1,2,1,28,6,1,6,3,1,1,9,1,9,LATINO, , ,99999,5.33333333333333,1.63421901146892
200234,2,2,21414,1,26,2,4,S, ,8,4,3,3,4,4,2,1,2,2,2,2,2,7,2, ,2,4, , ,2,2,1,2,1,37,6,2,1,8,4,1,1, ,2, , , ,48073,4.36666666666667,1.33801681564018
200240,2,2,21414,1,22,3,4,U, ,1,2,2,2,3,2,2,2,2,2,1,1,1,97,1, ,1,2, , ,2,1,3,2,1,61,4,2,1,3,1,1,3,1,2, , , ,70819,3.7,1.13373943920656
200248,2,1,21414,1,6,4,2,U,1, ,3,2,4,4,4,2,2,2,2,2,1,2,7,13, ,1,5, , ,1,3,1,1,1,37,3,1,6,99,4,1,1, ,2,HISPANIC, , ,95350,3.56666666666667,1.09288396391984
200259,2,1,21414,1,49,4,3,U,2, ,2,2,2,4,2,2,1,1,2,2,2,2,98,99,1,8,1, , ,1,1,3,2,1,99,6,2,1,99,9,1,4,9,2, , , ,99999,1,.306416064650422
200261,2,1,21414,1,6,4,1,U,2, ,3,2,4,4,3,2,2,2,2,2,2,2,98,1, ,1,2, , ,1,2,3,2,1,77,4,2,1,5,2,1,1, ,1, , , ,92373,1.56666666666667,.480051834618995
200279,2,2,21414,1,16,4,3,S, ,8,4,2,2,4,4,3,1,8,2,2,1,2,98,3, ,1,2, , ,2,4,2,2,1,18,2,2,1,99,9,3,1, ,2, , , ,83646,4.1,1.25630586506673
200284,2,1,21414,1,6,4,2,S,1, ,2,1,2,3,4,8,1,1,1,2,1,2,1,13, ,1,3, , ,1,2,1,2,1,38,6,1,6,9,4,1,2, ,2,MEXICAN, , ,92595,1.5,.459624096975634
200289,2,2,21414,1,6,4,4,U, ,8,2,2,3,3,3,2,2,1,2,2,2,2,98,1, ,1,6, , ,1,3,3,2,2,80,3,2,1,5,2,1,2, ,5, , , ,95827,2.76666666666667,.847751112199502
200291,2,2,21414,1,8,4,1,S, ,2,2,2,3,3,3,1,2,1,2,2,1,1,7,13, ,1,5, , ,2,2,1,2,2,62,6,2,1,7,4,1,5,9,2, , , ,81007,2.96666666666667,.909034325129587
200294,2,2,21414,1,30,4,1,R, ,2,3,2,8,3,8,2,8,2,2,8,8,2,98,12, , ,5, , ,2,2,3,2,2,56,6,2,1,7,4,3,2, ,3, , , ,59072,2.96666666666667,.909034325129587
200296,2,2,21414,1,35,4,3,U, ,2,1,2,3,4,2,1,2,2,2,1,1,1,6,2, ,2,2, , ,2,3,3,1,1,60,7,2,2,6,3,1,2, ,3, , , ,87123,2,.612832129300845
200301,2,2,21414,1,6,4,5,S, ,8,2,2,2,3,2,1,3,3,3,2,1,8,98,9, , ,6, , ,2,5,1,2,1,58,5,2,1,6,3,1,3,9,3, , , ,90277,3.73333333333333,1.14395330802824
200302,2,1,21414,1,41,4,1,R,1, ,4,2,2,4,3,2,2,2,2,2,2,2,97,10, , ,6, , ,1,2,3,2,1,73,4,2,1,6,3,1,3,1,2, , , ,97458,1.56666666666667,.480051834618995
200314,2,1,21414,1,36,1,1,R,1, ,2,2,4,4,5,2,2,2,1,2,2,2,97,12, , ,6, , ,2,1,3,2,1,69,5,2,1,2,1,1,4,9,8, , , ,14060,2.83333333333333,.868178849842864
200316,2,2,21414,1,6,4,1,R, ,1,1,2,4,4,4,2,2,1,2,1,1,2,7,11,1,1,4, , ,2,2,3,2,1,20,2,2,1,2,1,3,3,1,3, , ,NORSE,96091,3.3,1.01117301334639
200332,2,1,21514,1,13,3,3,S,1, ,2,3,2,4,4,1,2,1,2,2,1,2,98,1, ,1,3, , ,1,1,1,1,1,43,3,2,5,6,3,1,3,1,1, , , ,30214,3.03333333333333,.929462062772948
200337,2,1,21514,1,48,3,1,R,1, ,4,8,4,4,4,2,8,2,2,2,1,2,98,99,9, ,3, , ,1,2,3,2,1,76,2,2,1,9,4,2,3,1,2, , , ,99999,2.43333333333333,.745612423982695
200338,2,2,21514,1,13,3,4,U, ,1,4,2,3,3,3,2,2,2,2,2,1,1,97,1, ,2,4, , ,1,3,1,1,2,57,5,2,1,99,4,1,1, ,3, , , ,30305,3.96666666666667,1.21545038978001
200348,2,2,21514,1,6,4,3,S, ,2,3,2,2,3,2,1,2,2,2,8,8,2,2,13, ,2,4, , ,2,1,3,2,2,99,7,2,1,99,9,3,2, ,3, , , ,99999,3.66666666666667,1.12352557038488
200355,2,2,21514,1,9,1,4,S, ,1,1,1,2,1,3,2,2,1,2,2,2,2,2,3, ,2,2, , ,1,1,3,1,2,33,4,1,3,1,1,1,3,1,5, , , ,06013,2.1,.643473735765887
200362,2,2,21514,1,4,4,3,U, ,1,2,2,3,3,3,2,1,2,2,2,1,2,6,12, , ,6, , ,1,3,3,1,2,22,4,2,2,4,2,3,2, ,2, , , ,85379,4.7,1.44015550385699
200368,2,1,21514,2,4,4,1,S,2, ,2,2,4,4,2,2,1,2,2,2,2,2,97,2, ,2,2, , ,2,2,1,1,2,34,2,1,1,5,2,1,2, ,2, , , ,85123,4.13333333333333,1.26651973388841
200371,2,1,21514,1,51,3,2,R,2, ,4,2,4,2,2,2,2,2,2,2,2,2,97,11,1,2,1, , ,2,3,3,2,2,61,3,2,2,4,2,1,4,9,3, , ,JEHOVA;S WITTNESS,22701,5.8,1.77721317497245
200372,2,2,21514,1,6,4,1,S, ,2,2,2,3,3,1,3,1,1,3,2,1,2,4,1, ,1,5, , ,1,1,3,2,1,66,3,2,1,99,9,1,2, ,4, , , ,93308,1.23333333333333,.377913146402188
200390,2,2,21514,1,29,2,1,R, ,1,3,2,4,4,2,2,2,2,2,2,2,2,5,1, ,1,1, , ,2,2,2,1,2,31,3,2,1,2,1,1,2, ,3, , , ,64733,6.43333333333333,1.97127668258438
200394,2,2,21514,1,54,3,2,U, ,2,4,2,4,4,4,2,2,3,2,2,1,8,98,1, ,1,2, , ,1,2,3,2,2,59,4,2,1,5,2,1,1, ,2, , , ,26101,2.86666666666667,.878392718664544
200398,2,1,21514,2,6,4,2,U,1, ,1,1,4,4,4,1,9,3,1,2,1,2,6,13, ,1,1, , ,2,2,1,2,1,54,2,1,1,6,3,1,2, ,2, , , ,93230,3.73333333333333,1.14395330802824
200404,2,1,21514,1,8,4,2,S,1, ,4,2,2,2,3,2,2,2,1,1,2,1,98,2, ,2,3, , ,1,2,3,2,1,65,6,2,1,8,4,3,2, ,4, , , ,80513,1.06666666666667,.326843802293784
200406,2,1,21514,2,20,2,1,R,1, ,2,2,3,3,2,1,1,1,2,2,2,2,97,2, ,1,5, , ,2,2,1,1,1,48,1,1,6,3,1,3,3,2,2,HISPANIC, , ,67901,3.96666666666667,1.21545038978001
200408,2,2,21514,1,30,4,1,U, ,2,1,2,3,4,1,1,2,2,2,1,1,1,98,1, ,2,4, , ,1,2,1,2,1,58,3,2,1,6,3,1,1, ,2, , , ,59105,2,.612832129300845
200422,2,1,21514,2,17,2,3,U,1, ,3,2,3,3,2,1,1,1,1,2,2,2,97,2, ,1,2, , ,2,4,1,2,1,57,1,1,1,4,2,3,2, ,2, , , ,60433,3.26666666666667,1.00095914452471
200425,2,1,21514,1,37,3,4,U,2, ,2,1,4,4,2,1,1,1,2,2,2,2,97,1, ,2,1, , ,2,6,2,2,1,99,3,1,6,99,9,9,9,9,9,LATINO, , ,99999,3.33333333333333,1.02138688216807
200427,2,2,21714,1,6,4,2,S, ,2,3,2,1,3,2,1,1,1,3,2,1,2,98,9, , ,6, , ,2,3,3,2,1,19,4,2,1,99,9,1,3,1,8, , , ,95388,4.03333333333333,1.23587812742337
200432,2,2,21514,1,6,4,5,U, ,2,4,2,4,4,2,2,2,2,2,2,1,1,2,12, , ,6, , ,1,1,3,1,2,54,6,2,4,7,4,1,2, ,4, , , ,94114,1.56666666666667,.480051834618995
200443,2,1,21514,2,6,4,2,U,2, ,2,2,3,2,4,1,1,2,1,2,1,2,5,13, ,1,2, , ,2,3,3,2,2,40,1,1,2,1,1,3,3,9,3, , , ,95401,7.46666666666667,2.28790661605649
200448,2,1,21514,1,6,4,5,S,2, ,2,2,2,4,4,2,2,1,2,2,2,2,3,9, , ,6, , ,1,3,2,2,1,21,3,1,1,99,9,1,4,9,8, , , ,90605,2.36666666666667,.725184686339333
200450,2,1,21514,1,6,4,3,S,1, ,3,2,2,3,3,1,1,1,1,1,1,1,98,12, , ,6, , ,2,2,3,2,1,59,3,2,1,4,2,1,2, ,5, , , ,91910,4.26666666666667,1.30737520917514
200451,2,2,21514,1,6,4,5,U, ,2,8,1,1,1,1,1,1,1,1,1,1,1,98,12, , ,6, , ,1,4,1,2,2,65,6,2,1,6,3,2,1, ,3, , , ,91307,1.93333333333333,.592404391657483
200453,2,2,21514,2,6,4,3,S, ,2,1,2,1,2,9,1,1,1,1,2,2,2,98,13, ,1,1, , ,2,4,3,2,2,71,1,1,6,2,1,3,3,1,4,HISPANIC, , ,99999,2.9,.888606587486225
200459,2,1,21514,1,47,3,1,R,2, ,4,4,4,4,2,2,3,2,1,2,2,2,97,12, , ,6, , ,1,2,1,2,1,60,3,2,1,2,1,1,3,2,8, , , ,38330,2.43333333333333,.745612423982695
200460,2,1,21514,1,42,1,4,S,1, ,3,2,4,3,3,2,2,2,2,2,1,2,98,1, ,2,3, , ,1,2,1,2,2,55,8,1,9,9,4,1,3,2,4, , , ,19072,1.46666666666667,.449410228153953
200463,2,2,21514,2,12,3,4,S, ,2,2,4,4,4,4,2,1,1,2,2,2,2,1,2, ,2,3, , ,2,1,3,2,2,56,3,1,1,3,1,1,2, ,1, , , ,33128,5.03333333333333,1.54229419207379
200470,2,1,21514,2,6,4,4,S,2, ,2,4,4,4,2,1,1,1,1,2,2,2,97,2, ,2,1, , ,2,2,3,1,2,36,1,1,1,3,1,3,2, ,3, , , ,95610,7.46666666666667,2.28790661605649
200482,2,1,21514,2,6,4,3,S,2, ,2,2,2,4,2,2,1,1,1,2,2,1,97,2, ,2,5, , ,1,2,3,2,2,66,4,1,1,99,9,3,3,1,4, , , ,91910,1.26666666666667,.388127015223868
200487,2,1,21514,2,6,4,2,S,1, ,1,3,2,4,2,2,2,1,1,2,2,1,7,2, ,2,3, , ,2,2,3,1,2,36,1,1,4,1,1,3,9,9,3, , , ,95334,7.46666666666667,2.28790661605649
200495,2,2,21514,2,42,1,4,S, ,2,9,2,3,1,4,1,2,2,1,2,2,2,97,2, ,2,3, , ,2,2,3,2,1,32,1,1,1,1,1,3,3,2,5, , , ,18976,4.56666666666667,1.39930002857026
200497,2,1,21514,1,34,1,4,S,8, ,2,2,3,3,3,1,2,2,2,2,1,1,5,1, ,2,5, , ,1,2,2,2,2,70,8,2,1,99,4,1,2, ,3, , , ,07960,1.33333333333333,.40855475286723
200509,2,1,21514,1,12,3,2,U,1, ,3,2,3,3,2,2,2,2,2,2,2,2,98,99,9, ,9, , ,9,9,3,9,1,99,9,9,9,99,9,9,9,9,9, , , ,99999,6.33333333333333,1.94063507611934
200515,2,2,21514,1,6,4,5,S, ,2,2,2,2,4,2,8,2,8,8,8,2,1,5,1, ,1,4, , ,1,2,2,2,1,56,4,2,1,7,4,1,4,2,3, , , ,93551,2.16666666666667,.663901473409249
200517,2,2,21514,1,6,4,4,U, ,1,4,2,4,4,4,9,2,2,2,2,2,2,98,1, ,2,5, , ,1,1,1,2,1,36,6,2,1,99,9,3,9,9,8, , , ,95820,1.43333333333333,.439196359332272
200538,2,2,21514,2,6,4,1,U, ,2,2,2,4,4,4,2,2,1,2,2,2,2,97,2, ,8,3, , ,2,2,1,2,1,39,2,1,1,2,1,3,3,2,3, , , ,93305,4.73333333333333,1.45036937267867
200559,2,1,21714,1,6,4,4,U,8, ,1,2,3,4,3,2,1,2,2,2,1,1,7,12, , ,6, , ,1,1,1,2,1,59,3,2,1,5,2,1,1, ,3, , , ,94402,1.4,.428982490510591
200560,2,1,21514,1,53,4,1,R,1, ,1,1,2,2,1,2,2,1,1,2,1,1,4,13, ,1,4, , ,1,2,3,2,2,99,9,9,9,99,9,2,9,9,9, , , ,99999,3,.919248193951267
200562,2,2,21514,1,20,2,4,S, ,1,2,1,2,3,3,2,2,2,3,2,1,2,2,1, ,2,6, , ,1,2,1,1,2,33,3,2,1,4,2,1,2, ,4, , , ,66216,4.26666666666667,1.30737520917514
200566,2,2,21514,1,12,3,4,U, ,2,1,2,4,1,4,1,8,2,1,2,2,2,98,1, ,1,2, , ,1,3,3,1,1,51,4,2,1,99,9,1,9,9,9, , , ,99999,4.06666666666667,1.24609199624505
200570,2,2,21714,1,6,4,5,U, ,2,2,2,3,3,3,2,2,3,3,2,2,2,7,1, ,1,3, , ,1,2,2,1,2,48,8,2,3,6,3,1,1, ,2, , , ,92867,2.53333333333333,.776254030447737
200572,2,1,21514,1,51,3,2,S,1, ,2,4,4,4,3,2,2,1,1,2,2,2,97,2, ,1,4, , ,2,4,2,2,1,38,2,1,1,3,1,1,2, ,2, , , ,22551,5.93333333333333,1.81806865025917
200579,2,1,21514,1,6,4,5,S,2, ,2,2,3,2,2,2,2,2,2,2,2,2,97,99,1,9,9, , ,2,1,3,2,2,78,3,9,1,99,9,1,9,9,8, , , ,99999,4.63333333333333,1.41972776621362
200583,2,2,21514,1,6,4,2,S, ,2,4,2,3,4,3,2,2,2,2,2,2,2,98,13, ,1,1, , ,2,2,3,2,2,65,7,2,1,99,9,1,4,9,2, , , ,99999,1.96666666666667,.602618260479164
200587,2,2,21514,1,23,1,2,S, ,2,3,2,1,3,3,1,3,2,3,1,1,1,4,10, , ,4, , ,2,3,2,2,1,19,3,2,1,7,4,1,2, ,4, , , ,04011,3.6,1.10309783274152
200592,2,2,21514,1,47,3,1,R, ,8,2,2,3,4,3,2,2,2,2,2,2,2,98,1, ,1,1, , ,1,2,2,1,2,43,6,2,1,6,3,1,1, ,1, , , ,38450,4.73333333333333,1.45036937267867
200594,2,2,21514,1,50,1,1,U, ,2,1,2,4,3,4,1,2,2,2,2,2,1,98,2, ,2,3, , ,2,1,2,2,2,69,3,2,1,3,1,1,1, ,2, , , ,05033,3.5,1.07245622627648
